Meas Num,Data Quality,Item,Series,Time Stamp,Date,Time (s),Measurement ID,Image,Bubble Detection,Intensity (Cnt/s),Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,% Acqs Unmarked,Acq Time (s),DLS Temp (C),Attenuation Level (%),Laser Power (%),Set Temp (C),Ramp Rate (C/min),Well,Insert Info,Row,Col,Configuration,Radius (nm),Amplitude,Diffusion Coefficient (cm²/s),Diameter (nm),Polydispersity (nm),%PD,PD Index,Mw-R (kDa),Baseline,SOS,Viscosity from Sample Rh (cP),Lambda (1/s),Sigma (1/s²),D10 (nm),D50 (nm),D90 (nm),Span (D90 - D10)/D50,RMS Error,Number Unfiltered Peaks (I),Number Filtered Peaks (I),Pre-correction Internal Standard Rh (I) (nm),Internal Standard Viscosity (I) (cP),Mw-S (Da),1/Mw-S (1/Da),Particle Concentration (1/mL),Particle Concentration Calculation,Particle Material,Particle Shape,Particle Core Real RI,Particle Core Imaginary RI,Sample,Concentration (mg/mL),Mw-R Model,dn/dc (mL/g),Conformation Model for SLS,A2 (mol mL/g^2),Viscosity Calculation: Use Internal Standard,Internal Standard Rh (nm),Internal Standard Rh Range Minimum (nm),Internal Standard Rh Range Maximum (nm),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Peak Num,Peak Radius (nm) (I),Peak Diameter (nm) (I),Peak Diffusion Coefficient (cm²/s) (I),Peak Mw-R (kDa) (I),Peak %Pd (I),Peak Pd (nm) (I),Peak Pd Index (I),Peak %Intensity (I),Peak %Mass (I),Peak %Number (I),Peak Particle Concentration (1/mL) (I),
65,,F5 ,,16:44:03,2026-03-20,5384,65,View,--,1.21611e+06,6.06724e+06,5,5,0,100,9.96147,24.996,71.3659,70,25,0,F5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,5,2026-Mar-20 15:12:34,2.11442,0.0855563,1.16339e-06,4.22885,1.20691,57.0796,0.570796,19.4117,1.04025,339.456,--,0.00720753,58611,0.518043,1.08291,485.36,447.723,0.000227959,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887318,Aqueous,2,60.1452,120.29,4.08992e-08,48995.2,13.9947,8.41711,0.139947,17.905,6.15563e-05,3.13187e-12,--,
65,,F5 ,,16:44:03,2026-03-20,5384,65,View,--,1.21611e+06,6.06724e+06,5,5,0,100,9.96147,24.996,71.3659,70,25,0,F5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,5,2026-Mar-20 15:12:34,2.11442,0.0855563,1.16339e-06,4.22885,1.20691,57.0796,0.570796,19.4117,1.04025,339.456,--,0.00720753,58611,0.518043,1.08291,485.36,447.723,0.000227959,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887318,Aqueous,3,474.403,948.805,5.18524e-09,6.14933e+06,19.3933,92.0024,0.193933,27.3902,0.00180163,1.92974e-13,--,
66,,F6 ,,16:45:23,2026-03-20,5464,66,View,--,972780,9.68056e+06,5,5,0,100,9.96147,24.9981,81.04,53,25,0,F6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,6,2026-Mar-20 15:12:34,262.156,0.0835604,9.38385e-09,524.312,149.638,57.0796,0.570796,1.53506e+06,1.02835,364.792,--,5.67693e-07,472.755,0.556357,396.607,686.661,1.72994,0.00330599,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887274,Aqueous,1,0.74481,1.48962,3.3029e-06,1.68963,42.9066,0.319572,0.429066,28.1438,99.9899,100,--,
66,,F6 ,,16:45:23,2026-03-20,5464,66,View,--,972780,9.68056e+06,5,5,0,100,9.96147,24.9981,81.04,53,25,0,F6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,6,2026-Mar-20 15:12:34,262.156,0.0835604,9.38385e-09,524.312,149.638,57.0796,0.570796,1.53506e+06,1.02835,364.792,--,5.67693e-07,472.755,0.556357,396.607,686.661,1.72994,0.00330599,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887274,Aqueous,2,20.2151,40.4302,1.21693e-07,3821.19,12.1083,2.44771,0.121083,1.87397,0.000111408,3.79776e-10,--,
66,,F6 ,,16:45:23,2026-03-20,5464,66,View,--,972780,9.68056e+06,5,5,0,100,9.96147,24.9981,81.04,53,25,0,F6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,6,2026-Mar-20 15:12:34,262.156,0.0835604,9.38385e-09,524.312,149.638,57.0796,0.570796,1.53506e+06,1.02835,364.792,--,5.67693e-07,472.755,0.556357,396.607,686.661,1.72994,0.00330599,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887274,Aqueous,3,526.588,1053.18,4.67165e-09,7.85012e+06,30.8387,162.393,0.308387,69.9822,0.0100116,2.29868e-12,--,
68,,F8 ,,16:49:05,2026-03-20,5686,68,View,--,1.54312e+06,3.85779e+09,5,5,0,100,9.96147,24.9953,99.6,10,25,0,F8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,8,2026-Mar-20 15:12:34,171,0.500561,1.43851e-08,342,39.2928,22.9782,0.229782,564864,1.001,8.16657,--,556.411,299.086,120.672,167.018,230.62,0.6583,0.00113138,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887331,Aqueous,1,11.3544,22.7088,2.16643e-07,990.955,6.5122,0.739423,0.065122,1.57273,4.05485,99.2143,--,
68,,F8 ,,16:49:05,2026-03-20,5686,68,View,--,1.54312e+06,3.85779e+09,5,5,0,100,9.96147,24.9953,99.6,10,25,0,F8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,8,2026-Mar-20 15:12:34,171,0.500561,1.43851e-08,342,39.2928,22.9782,0.229782,564864,1.001,8.16657,--,556.411,299.086,120.672,167.018,230.62,0.6583,0.00113138,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887331,Aqueous,2,179.69,359.38,1.36894e-08,634327,23.3537,41.9643,0.233537,98.4273,95.9451,0.785746,--,
69,,F9 ,,16:50:10,2026-03-20,5751,69,View,--,1.59562e+06,1.99452e+09,5,5,0,100,9.96147,24.997,99.6,20,25,0,F9,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,9,2026-Mar-20 15:12:34,0.396091,0.000287891,6.2106e-06,0.792181,0.226087,57.0796,0.570796,0.385566,1.00329,0.836971,--,0.113036,312888,95.1238,107.498,117.859,0.21149,0.000115529,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887297,Aqueous,1,2.41082,4.82165,1.02038e-06,26.3857,3.96239,0.0955262,0.0396239,5.69984,87.2175,99.9999,--,
69,,F9 ,,16:50:10,2026-03-20,5751,69,View,--,1.59562e+06,1.99452e+09,5,5,0,100,9.96147,24.997,99.6,20,25,0,F9,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,9,2026-Mar-20 15:12:34,0.396091,0.000287891,6.2106e-06,0.792181,0.226087,57.0796,0.570796,0.385566,1.00329,0.836971,--,0.113036,312888,95.1238,107.498,117.859,0.21149,0.000115529,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887297,Aqueous,2,112.886,225.772,2.17916e-08,213769,6.93029,7.82332,0.0693029,94.3002,12.7825,0.00014514,--,
70,,F10 ,,16:51:16,2026-03-20,5817,70,View,--,980843,4.12121e+09,5,5,0,100,9.96147,24.9952,99.86,17,25,0,F10,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,10,2026-Mar-20 15:12:34,0.36129,0.000679967,6.8085e-06,0.72258,0.206223,57.0796,0.570796,0.310921,1.00422,0.22896,--,0.000600595,343010,39.3656,42.6355,45.4365,0.142392,0.000172562,2,1,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887334,Aqueous,1,44.3297,88.6595,5.54897e-08,23994.7,5.07453,2.24953,0.0507453,100,100,100,--,
71,,F11 ,,16:52:37,2026-03-20,5898,71,View,--,1.57999e+06,1.20341e+07,5,5,0,100,9.96147,24.9892,40.3216,22,25,0,F11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,11,2026-Mar-20 15:12:34,45.8428,0.100985,5.36497e-08,91.6857,26.1669,57.0796,0.570796,25955,1.08367,684.229,--,7.53366e-05,2702.85,0.49013,132.956,1184.5,8.9053,0.000265265,7,5,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887456,Aqueous,1,0.55091,1.10182,4.46434e-06,0.834372,19.108,0.105268,0.19108,26.2333,99.7343,99.9971,--,
71,,F11 ,,16:52:37,2026-03-20,5898,71,View,--,1.57999e+06,1.20341e+07,5,5,0,100,9.96147,24.9892,40.3216,22,25,0,F11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,11,2026-Mar-20 15:12:34,45.8428,0.100985,5.36497e-08,91.6857,26.1669,57.0796,0.570796,25955,1.08367,684.229,--,7.53366e-05,2702.85,0.49013,132.956,1184.5,8.9053,0.000265265,7,5,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887456,Aqueous,2,2.11505,4.2301,1.16283e-06,19.4251,7.33852,0.155213,0.0733852,4.65585,0.258126,0.00286556,--,
71,,F11 ,,16:52:37,2026-03-20,5898,71,View,--,1.57999e+06,1.20341e+07,5,5,0,100,9.96147,24.9892,40.3216,22,25,0,F11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,11,2026-Mar-20 15:12:34,45.8428,0.100985,5.36497e-08,91.6857,26.1669,57.0796,0.570796,25955,1.08367,684.229,--,7.53366e-05,2702.85,0.49013,132.956,1184.5,8.9053,0.000265265,7,5,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887456,Aqueous,3,26.0267,52.0535,9.44971e-08,6902.05,5.84269,1.52066,0.0584269,13.7893,0.000503242,2.89244e-09,--,
71,,F11 ,,16:52:37,2026-03-20,5898,71,View,--,1.57999e+06,1.20341e+07,5,5,0,100,9.96147,24.9892,40.3216,22,25,0,F11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,11,2026-Mar-20 15:12:34,45.8428,0.100985,5.36497e-08,91.6857,26.1669,57.0796,0.570796,25955,1.08367,684.229,--,7.53366e-05,2702.85,0.49013,132.956,1184.5,8.9053,0.000265265,7,5,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887456,Aqueous,4,152.087,304.174,1.61713e-08,429377,7.52989,11.452,0.0752989,37.7498,0.0010694,2.98168e-11,--,
71,,F11 ,,16:52:37,2026-03-20,5898,71,View,--,1.57999e+06,1.20341e+07,5,5,0,100,9.96147,24.9892,40.3216,22,25,0,F11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,11,2026-Mar-20 15:12:34,45.8428,0.100985,5.36497e-08,91.6857,26.1669,57.0796,0.570796,25955,1.08367,684.229,--,7.53366e-05,2702.85,0.49013,132.956,1184.5,8.9053,0.000265265,7,5,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887456,Aqueous,5,1253.4,2506.81,1.96222e-09,5.97162e+07,6.7967,85.1901,0.067967,17.5718,0.00601195,2.9749e-13,--,
72,,F12 ,,16:54:10,2026-03-20,5991,72,View,--,850834,5.30758e+06,5,5,0,100,9.96147,24.9934,67.9389,50,25,0,F12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,12,2026-Mar-20 15:12:34,164.09,0.164763,1.49901e-08,328.18,93.6619,57.0796,0.570796,512894,1.18538,1160.43,--,3.71196e-05,755.196,0.501719,86.0043,567.518,6.59289,0.000828425,7,5,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887371,Aqueous,1,0.562541,1.12508,4.37252e-06,0.876173,20.7447,0.116698,0.207447,25.2789,99.8548,99.9992,--,
72,,F12 ,,16:54:10,2026-03-20,5991,72,View,--,850834,5.30758e+06,5,5,0,100,9.96147,24.9934,67.9389,50,25,0,F12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,12,2026-Mar-20 15:12:34,164.09,0.164763,1.49901e-08,328.18,93.6619,57.0796,0.570796,512894,1.18538,1160.43,--,3.71196e-05,755.196,0.501719,86.0043,567.518,6.59289,0.000828425,7,5,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887371,Aqueous,2,2.55548,5.11096,9.6253e-07,30.24,8.57652,0.219171,0.0857652,4.06772,0.136721,0.000837219,--,
72,,F12 ,,16:54:10,2026-03-20,5991,72,View,--,850834,5.30758e+06,5,5,0,100,9.96147,24.9934,67.9389,50,25,0,F12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,12,2026-Mar-20 15:12:34,164.09,0.164763,1.49901e-08,328.18,93.6619,57.0796,0.570796,512894,1.18538,1160.43,--,3.71196e-05,755.196,0.501719,86.0043,567.518,6.59289,0.000828425,7,5,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887371,Aqueous,3,16.7213,33.4427,1.47101e-07,2451.25,5.82983,0.974826,0.0582983,4.28361,0.000547322,1.12489e-08,--,
72,,F12 ,,16:54:10,2026-03-20,5991,72,View,--,850834,5.30758e+06,5,5,0,100,9.96147,24.9934,67.9389,50,25,0,F12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,12,2026-Mar-20 15:12:34,164.09,0.164763,1.49901e-08,328.18,93.6619,57.0796,0.570796,512894,1.18538,1160.43,--,3.71196e-05,755.196,0.501719,86.0043,567.518,6.59289,0.000828425,7,5,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887371,Aqueous,4,90.2633,180.527,2.72505e-08,126673,7.34288,6.62793,0.0734288,35.3002,0.00111658,1.25768e-10,--,
72,,F12 ,,16:54:10,2026-03-20,5991,72,View,--,850834,5.30758e+06,5,5,0,100,9.96147,24.9934,67.9389,50,25,0,F12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,12,2026-Mar-20 15:12:34,164.09,0.164763,1.49901e-08,328.18,93.6619,57.0796,0.570796,512894,1.18538,1160.43,--,3.71196e-05,755.196,0.501719,86.0043,567.518,6.59289,0.000828425,7,5,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887371,Aqueous,5,574.794,1149.59,4.27932e-09,9.63573e+06,5.19691,29.8715,0.0519691,31.0696,0.00685573,3.25171e-12,--,
73,,G1 ,,16:55:48,2026-03-20,6089,73,View,--,1.27192e+06,2.75772e+07,5,5,0,100,9.96147,25.0039,76.9389,20,25,0,G1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,1,2026-Mar-20 15:12:34,3.16124,0.286929,7.78305e-07,6.32247,0.206347,6.52742,0.0652742,49.7444,0.999979,0.127582,--,31284.1,7996.07,2.42125,3.19139,4.16162,0.545333,0.000173308,2,1,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887156,Aqueous,1,3.37783,6.75567,7.28398e-07,58.088,19.8776,0.671431,0.198776,100,100,100,--,
74,,G2 ,,16:56:56,2026-03-20,6157,74,View,--,1.47347e+06,3.9912e+07,5,5,0,100,9.96147,25.0101,63.082,10,25,0,G2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,2,2026-Mar-20 15:12:34,3.25849,0.1806,7.55199e-07,6.51699,0.651885,20.0057,0.200057,53.3993,1.00157,1.79202,--,29677.4,14317.3,2.59576,2.84579,3.20687,0.214743,0.000252235,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887029,Aqueous,1,2.94025,5.8805,8.36939e-07,41.986,5.86073,0.17232,0.0586073,90.4418,99.8433,100,--,
74,,G2 ,,16:56:56,2026-03-20,6157,74,View,--,1.47347e+06,3.9912e+07,5,5,0,100,9.96147,25.0101,63.082,10,25,0,G2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,2,2026-Mar-20 15:12:34,3.25849,0.1806,7.55199e-07,6.51699,0.651885,20.0057,0.200057,53.3993,1.00157,1.79202,--,29677.4,14317.3,2.59576,2.84579,3.20687,0.214743,0.000252235,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887029,Aqueous,2,1005.18,2010.36,2.44813e-09,3.5631e+07,9.02526,90.7201,0.0902526,9.55818,0.156728,3.81122e-09,--,
75,,G3 ,,16:58:03,2026-03-20,6224,75,View,--,1.15905e+06,4.83423e+06,5,5,0,100,9.96147,25.0095,33.4,36,25,0,G3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,3,2026-Mar-20 15:12:34,2.60042,0.222599,9.46298e-07,5.20083,1.48431,57.0796,0.570796,31.4989,1.04508,356.514,--,0.000186273,47674.2,1.36809,2.30442,1846.42,800.658,0.000366484,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887042,Aqueous,1,2.06794,4.13588,1.18996e-06,18.4278,29.472,0.609463,0.29472,69.0385,99.5532,99.9963,--,
75,,G3 ,,16:58:03,2026-03-20,6224,75,View,--,1.15905e+06,4.83423e+06,5,5,0,100,9.96147,25.0095,33.4,36,25,0,G3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,3,2026-Mar-20 15:12:34,2.60042,0.222599,9.46298e-07,5.20083,1.48431,57.0796,0.570796,31.4989,1.04508,356.514,--,0.000186273,47674.2,1.36809,2.30442,1846.42,800.658,0.000366484,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887042,Aqueous,2,6.46647,12.9329,3.80543e-07,265.447,11.651,0.753405,0.11651,8.17238,0.260471,0.00365801,--,
75,,G3 ,,16:58:03,2026-03-20,6224,75,View,--,1.15905e+06,4.83423e+06,5,5,0,100,9.96147,25.0095,33.4,36,25,0,G3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,3,2026-Mar-20 15:12:34,2.60042,0.222599,9.46298e-07,5.20083,1.48431,57.0796,0.570796,31.4989,1.04508,356.514,--,0.000186273,47674.2,1.36809,2.30442,1846.42,800.658,0.000366484,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887042,Aqueous,3,1901.96,3803.92,1.29381e-09,1.58436e+08,9.08476,172.789,0.0908476,22.7891,0.186379,8.60794e-11,--,
76,,G4 ,,16:59:34,2026-03-20,6315,76,View,--,1.84969e+06,3.08282e+08,5,5,0,100,9.96147,25.0055,94,10,25,0,G4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,4,2026-Mar-20 15:12:34,69.2396,0.320422,3.55362e-08,138.479,20.3254,29.3552,0.293552,68114.7,0.999848,5.04223,--,1298.54,885.757,43.8673,71.2627,124.229,1.12768,0.00049679,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887123,Aqueous,1,2.80793,5.61585,8.76274e-07,37.6974,9.10344,0.255618,0.0910344,1.32391,80.3775,99.9995,--,
76,,G4 ,,16:59:34,2026-03-20,6315,76,View,--,1.84969e+06,3.08282e+08,5,5,0,100,9.96147,25.0055,94,10,25,0,G4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,4,2026-Mar-20 15:12:34,69.2396,0.320422,3.55362e-08,138.479,20.3254,29.3552,0.293552,68114.7,0.999848,5.04223,--,1298.54,885.757,43.8673,71.2627,124.229,1.12768,0.00049679,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887123,Aqueous,2,79.3353,158.671,3.10141e-08,93659.1,36.7726,29.1736,0.367726,95.6243,13.9245,0.0004638,--,
76,,G4 ,,16:59:34,2026-03-20,6315,76,View,--,1.84969e+06,3.08282e+08,5,5,0,100,9.96147,25.0055,94,10,25,0,G4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,4,2026-Mar-20 15:12:34,69.2396,0.320422,3.55362e-08,138.479,20.3254,29.3552,0.293552,68114.7,0.999848,5.04223,--,1298.54,885.757,43.8673,71.2627,124.229,1.12768,0.00049679,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887123,Aqueous,3,2561.08,5122.15,9.60733e-10,3.17838e+08,21.2807,545.014,0.212807,3.05183,5.69806,9.26145e-09,--,
77,,G5 ,,17:00:40,2026-03-20,6381,77,View,--,1.05026e+06,3.08175e+07,5,5,0,100,9.96147,24.9998,82.96,20,25,0,G5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,5,2026-Mar-20 15:12:34,3.55556,0.0768659,6.91914e-07,7.11111,2.0295,57.0796,0.570796,65.4926,1.02098,118.79,--,0.0907676,34858.3,1.62914,1.92769,1583.8,820.762,0.00145102,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887241,Aqueous,1,1.85977,3.71954,1.32282e-06,14.3767,8.00226,0.148824,0.0800226,62.0175,99.6612,100,--,
77,,G5 ,,17:00:40,2026-03-20,6381,77,View,--,1.05026e+06,3.08175e+07,5,5,0,100,9.96147,24.9998,82.96,20,25,0,G5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,5,2026-Mar-20 15:12:34,3.55556,0.0768659,6.91914e-07,7.11111,2.0295,57.0796,0.570796,65.4926,1.02098,118.79,--,0.0907676,34858.3,1.62914,1.92769,1583.8,820.762,0.00145102,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887241,Aqueous,2,1540.77,3081.54,1.5967e-09,9.67935e+07,9.96165,153.486,0.0996165,37.9825,0.338837,5.6217e-10,--,
78,,G6 ,,17:01:49,2026-03-20,6450,78,View,--,825953,3.30381e+07,5,5,0,100,9.96147,24.9981,95,50,25,0,G6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,6,2026-Mar-20 15:12:34,4.02984,0.0937037,6.10454e-07,8.05967,2.30022,57.0796,0.570796,87.787,1.00796,71.1746,--,0.0420573,30754.4,1.65547,3.194,722.917,225.818,0.00112627,2,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887274,Aqueous,1,2.44336,4.88673,1.00682e-06,27.2266,29.2074,0.713643,0.292074,57.6216,99.7409,100,--,
78,,G6 ,,17:01:49,2026-03-20,6450,78,View,--,825953,3.30381e+07,5,5,0,100,9.96147,24.9981,95,50,25,0,G6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",7,6,2026-Mar-20 15:12:34,4.02984,0.0937037,6.10454e-07,8.05967,2.30022,57.0796,0.570796,87.787,1.00796,71.1746,--,0.0420573,30754.4,1.65547,3.194,722.917,225.818,0.00112627,2,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887274,Aqueous,2,638.337,1276.67,3.85381e-09,1.2315e+07,23.73,151.478,0.2373,42.3784,0.259067,5.83277e-09,--,
